"proposal_id","reviewer_id","candidate_id","A_mean","A_median","A_q025","A_q975","D_mean","D_median","D_q025","D_q975","E_mean","E_median","E_q025","E_q975","A_rank","D_rank","E_rank"
"P015","R02",99,0.000315182997871744,0.000113487432805302,2.29199494171294e-09,0.00165398235105429,0.0663931785367072,0.0505429896843208,0.000240751284693061,0.216891815571691,0.00033828419071501,2.12539737693071e-05,6.84232230155186e-11,0.00296000564129053,1,3,1
"P005","R02",29,0.000315182997871744,0.000113487432805302,2.29199494171294e-09,0.00165398235105429,0.0663931785367072,0.0505429896843208,0.000240751284693061,0.216891815571691,0.00033828419071501,2.12539737693002e-05,6.8423223030257e-11,0.00296000564129037,1,2,2
"P005","R03",30,0.000314128673286019,0.000113140898803519,2.28006071973934e-09,0.00164781332117778,0.0661907650334559,0.0504307832863169,0.000240715078590772,0.215917110254444,0.000306231611960446,2.04615838701339e-05,6.51565572779993e-11,0.00263661202611818,7,31,3
"P015","R03",100,0.000314128673286019,0.000113140898803519,2.28006071973934e-09,0.00164781332117778,0.0661907650334559,0.0504307832863169,0.000240715078590772,0.215917110254444,0.000306231611960445,2.046158387012e-05,6.51565573179792e-11,0.00263661202611823,7,31,4
"P034","R02",233,0.000315012002683616,0.000113476605844899,2.29198750523248e-09,0.00165362373017004,0.0663758807831424,0.0505421478157264,0.000240751284554416,0.216708864914796,0.000291564524087976,1.97798447703797e-05,6.56430740710382e-11,0.00251404688190089,6,5,5
"P029","R02",198,0.000315012002683616,0.000113476605844899,2.29198750523248e-09,0.00165362373017004,0.0663758807831424,0.0505421478157264,0.000240751284554416,0.216708864914796,0.000291564524087976,1.97798447703866e-05,6.56430742499315e-11,0.00251404688190084,4,4,6
"P032","R02",219,0.000315012002683616,0.000113476605844899,2.29198750523248e-09,0.00165362373017004,0.0663758807831423,0.0505421478157264,0.000240751284554416,0.216708864914796,0.000291564524087975,1.9779844770397e-05,6.56430741659058e-11,0.00251404688190076,4,6,7
"P029","R03",199,0.000313375792532834,0.00011293049252335,2.28004270185222e-09,0.00164658947459721,0.0661306556081697,0.0504281218731494,0.000240715078176301,0.215231323930415,0.000274991613085169,1.91847495088458e-05,6.53522418953944e-11,0.00233649073349892,24,55,8
"P032","R03",220,0.000313375792532834,0.00011293049252335,2.28004270185222e-09,0.00164658947459721,0.0661306556081697,0.0504281218731494,0.000240715078176301,0.215231323930416,0.000274991613085168,1.91847495088701e-05,6.53522431632333e-11,0.00233649073349887,24,55,9
"P034","R03",234,0.000313375792532834,0.00011293049252335,2.28004270185222e-09,0.00164658947459721,0.0661306556081697,0.0504281218731494,0.000240715078176301,0.215231323930416,0.000274991613085167,1.91847495088458e-05,6.53522406262002e-11,0.00233649073349893,26,55,10
"P005","R04",31,0.000314084740470323,0.000113134645943214,2.28006013046841e-09,0.00164762020407538,0.0661889058992709,0.0504307229132359,0.00024071507858996,0.215882791254438,0.000259356157605671,1.78942448145585e-05,6.42848015171253e-11,0.0021779211099923,9,34,11
"P015","R04",101,0.000314084740470323,0.000113134645943214,2.28006013046841e-09,0.00164762020407538,0.0661889058992709,0.0504307229132359,0.00024071507858996,0.215882791254438,0.00025935615760567,1.7894244814548e-05,6.42848014112461e-11,0.00217792110999218,9,33,12
"P029","R04",200,0.000313310370982252,0.000112923024759064,2.28004211222415e-09,0.00164658529256398,0.0661279517550147,0.050428057311165,0.000240715078175489,0.215211486214837,0.000246203777568619,1.76256314200589e-05,6.49768243967248e-11,0.00209574426243392,27,59,13
"P034","R04",235,0.000313310370982252,0.000112923024759064,2.28004211222415e-09,0.00164658529256398,0.0661279517550147,0.050428057311165,0.000240715078175489,0.215211486214837,0.000246203777568616,1.76256314200571e-05,6.49768247141928e-11,0.00209574426243414,27,59,14
"P032","R04",221,0.000313310370982252,0.000112923024759064,2.28004211222415e-09,0.00164658529256398,0.0661279517550147,0.050428057311165,0.000240715078175489,0.215211486214837,0.000246203777568616,1.76256314200485e-05,6.49768243970637e-11,0.00209574426243398,27,58,15
