"proposal_id","reviewer_id","candidate_id","A_mean","A_median","A_q025","A_q975","D_mean","D_median","D_q025","D_q975","E_mean","E_median","E_q025","E_q975","A_rank","D_rank","E_rank"
"P026","R02",176,0.000305354423679503,0.000107400457254887,1.16669211757769e-09,0.00154133743345197,0.0652031038503707,0.0498374739351986,0.00015764155161339,0.21130239572409,0.00019297853490485,1.38806328751542e-05,4.55787556453275e-11,0.00161722566720908,1,1,18
"P005","R02",29,0.000305339638140604,0.000107399992146228,1.1666916327877e-09,0.00154093866229896,0.0651949002048494,0.0498363386462895,0.000157641548504668,0.211295410097723,0.000284528255183352,2.15322533630817e-05,7.1518663080373e-11,0.00235161552314319,2,3,1
"P015","R02",99,0.000305339638140604,0.000107399992146228,1.1666916327877e-09,0.00154093866229896,0.0651949002048494,0.0498363386462894,0.000157641548504668,0.211295410097723,0.000284528255183351,2.15322533630678e-05,7.15186631386488e-11,0.00235161552314316,3,2,2
"P032","R02",219,0.000305192315040644,0.000107398923182256,1.16669111578596e-09,0.00153977198235137,0.0651801264508983,0.0498351280365345,0.000157641544900324,0.211165929293445,0.000245394710034651,1.94529866812485e-05,6.79401742865657e-11,0.00202221739290152,4,4,5
"P029","R02",198,0.000305192315040644,0.000107398923182256,1.16669111578596e-09,0.00153977198235137,0.0651801264508983,0.0498351280365345,0.000157641544900324,0.211165929293445,0.00024539471003465,1.94529866812364e-05,6.79401742377766e-11,0.00202221739290155,4,5,6
"P034","R02",233,0.000305192315040644,0.000107398923182256,1.16669111578596e-09,0.00153977198235137,0.0651801264508983,0.0498351280365345,0.000157641544900324,0.211165929293445,0.000245394710034649,1.94529866812451e-05,6.79401740778568e-11,0.00202221739290155,4,5,7
"P018","R02",120,0.000304432006732603,0.000107387972440288,1.16669059211233e-09,0.00152656361075254,0.0651372301703202,0.0498271533278248,0.000157641541539869,0.210540069425785,7.63966017580099e-05,5.94681629619877e-06,2.08156324608391e-11,0.000630709907514913,7,7,95
"P005","R03",30,0.000304420101241495,0.000107205325814869,1.16267258889248e-09,0.00153209179344592,0.0650066576101124,0.0497444043782507,0.000157614627804127,0.210456431911939,0.000257964991910068,2.02786949667858e-05,6.85831677990376e-11,0.00210212130269451,8,41,3
"P015","R03",100,0.000304420101241495,0.000107205325814869,1.16267258889248e-09,0.00153209179344592,0.0650066576101123,0.0497444043782506,0.000157614627804128,0.210456431911939,0.000257964991910067,2.02786949667702e-05,6.85831677356796e-11,0.00210212130269454,9,42,4
"P005","R04",31,0.000304385675579457,0.000107204241809965,1.16267252591033e-09,0.00153173861860078,0.0650051235844631,0.0497444042847589,0.000157614627576471,0.210455940798803,0.000218309084520531,1.77912153576792e-05,6.50854090559333e-11,0.00178745592022323,10,43,11
"P015","R04",101,0.000304385675579457,0.000107204241809965,1.16267252591033e-09,0.00153173861860078,0.0650051235844631,0.0497444042847589,0.000157614627576471,0.210455940798803,0.00021830908452053,1.77912153576862e-05,6.50854090830384e-11,0.00178745592022325,10,44,12
"P005","R09",35,0.000304256096651905,0.000107203797084984,1.16267250459124e-09,0.00153069688323023,0.0649975860899083,0.0497444041676238,0.000157614626937691,0.210431782805768,0.000201804754842538,1.71753765323222e-05,6.15068533831151e-11,0.0016424087069599,12,45,16
"P015","R09",105,0.000304256096651905,0.000107203797084984,1.16267250459124e-09,0.00153069688323023,0.0649975860899083,0.0497444041676238,0.000157614626937691,0.210431782805768,0.000201804754842538,1.717537653231e-05,6.15068538061233e-11,0.00164240870695985,13,46,16
"P026","R07",181,0.000304211434776705,0.000107390634639674,1.1666907322266e-09,0.00152529054704424,0.0651219945468604,0.0498268907707407,0.00015764154041127,0.21048286154526,8.614330481546e-05,8.71760429953065e-06,3.52701689596075e-11,0.000668930387861843,14,9,91
"P033","R07",230,0.000304162975271043,0.000107379916717985,1.16669013148903e-09,0.00152515937807988,0.065122411806341,0.0498268867629436,0.000157641539140333,0.210484117901971,1.44680482140931e-06,2.47886466790692e-07,1.5630666337261e-12,9.55242852869323e-06,15,8,275
